     country_name      | release_year |  average_review_score  
 Greece                |         2002 |     3.3000000000000000
 Greece                |         2003 |     6.3500000000000000
 Greece                |         2006 |     5.2000000000000000
 Greece                |         2008 |     5.2000000000000000
 Greece                |         2009 |     5.6000000000000000
 Greece                |         2010 |     4.0000000000000000
 Greece                |         2015 |     5.6000000000000000
 Hong Kong             |         1976 |     5.9000000000000000
 Hong Kong             |         1979 |     6.9000000000000000
 Hong Kong             |         1980 |     6.6000000000000000
 Hong Kong             |         1981 |     6.5000000000000000
 Hong Kong             |         1982 |     6.1600000000000000
 Hong Kong             |         1983 |     5.6500000000000000
 Hong Kong             |         1984 |     5.6000000000000000
 Hong Kong             |         1986 |     6.1000000000000000
 Hong Kong             |         1987 |     6.6500000000000000
 Hong Kong             |         1988 |     6.5000000000000000
 Hong Kong             |         1989 |     6.1500000000000000
 Hong Kong             |         1990 |     6.3750000000000000
 Hong Kong             |         1991 |     6.0750000000000000
 Hong Kong             |         1992 |     5.5800000000000000
 Hong Kong             |         1993 |     6.0500000000000000
 Hong Kong             |         1994 |     6.1750000000000000
 Hong Kong             |         1995 |     6.5500000000000000
 Hong Kong             |         1996 |     5.3000000000000000
 Hong Kong             |         1997 |     5.1000000000000000
 Hong Kong             |         1998 |     5.5750000000000000
 Hong Kong             |         1999 |     5.5000000000000000
 Hong Kong             |         2000 |     4.4000000000000000
 Hong Kong             |         2001 |     4.9800000000000000
 Hong Kong             |         2002 |     5.7666666666666667
 Hong Kong             |         2003 |     4.3500000000000000
 Hong Kong             |         2004 |     6.2000000000000000
 Hong Kong             |         2005 |     5.1666666666666667
 Hong Kong             |         2006 |     6.1000000000000000
 Hong Kong             |         2007 |     5.0200000000000000
 Hong Kong             |         2009 |     5.3000000000000000
 Hong Kong             |         2010 |     5.5000000000000000
 Hong Kong             |         2011 |     5.7000000000000000
 Hong Kong             |         2012 |     3.5000000000000000
 Hong Kong             |         2013 |     5.6000000000000000
 Hong Kong             |         2014 |     4.6500000000000000
 Hong Kong             |         2015 |     4.9666666666666667
 Hong Kong             |         2017 |     6.3666666666666667
 Hungary               |         1988 |     6.7000000000000000
 Hungary               |         1991 |     4.6000000000000000
 Hungary               |         2005 |     4.6000000000000000
 Hungary               |         2009 |     2.9000000000000000
 Hungary               |         2012 |     4.0000000000000000
 Hungary               |         2014 |     6.1500000000000000
 Hungary               |         2017 |     4.6000000000000000
 Iceland               |         2005 |     6.1000000000000000
 Iceland               |         2009 |     4.9000000000000000
 Iceland               |         2016 |     5.0000000000000000
 India                 |         1949 |     7.1000000000000000
 India                 |         1978 |     5.7000000000000000
 India                 |         1980 |     6.9000000000000000
 India                 |         1981 |     6.4500000000000000
 India                 |         1984 |     5.9000000000000000
 India                 |         1986 |     5.7000000000000000
 India                 |         1987 |     5.2333333333333333
 India                 |         1988 |     6.7000000000000000
 India                 |         1989 |     5.4000000000000000
 India                 |         1990 |     5.1000000000000000
 India                 |         1991 |     4.0500000000000000
 India                 |         1992 |     5.8666666666666667
 India                 |         1993 |     8.6500000000000000
 India                 |         1995 |     6.5000000000000000
 India                 |         2001 |     6.5666666666666667
 India                 |         2003 |     5.2000000000000000
 India                 |         2004 |     4.5333333333333333
 India                 |         2005 |     5.3200000000000000
 India                 |         2006 |     4.4000000000000000
 India                 |         2007 |     5.1833333333333333
 India                 |         2008 |     3.9000000000000000
 India                 |         2009 |     5.9000000000000000
 India                 |         2010 |     4.1071428571428571
 India                 |         2011 |     5.0250000000000000
 India                 |         2012 |     4.4500000000000000
 India                 |         2013 |     4.7900000000000000
 India                 |         2014 |     5.2666666666666667
 India                 |         2015 |     6.1615384615384615
 India                 |         2016 |     5.3964285714285714
 India                 |         2017 |     6.2352941176470588
 Indonesia             |         1981 |     4.8000000000000000
 Indonesia             |         2001 |     6.4000000000000000
 Indonesia             |         2002 |     3.4000000000000000
 Indonesia             |         2003 |     5.9000000000000000
 Indonesia             |         2006 |     6.3000000000000000
 Indonesia             |         2007 |     4.7666666666666667
 Indonesia             |         2008 |     4.1666666666666667
 Indonesia             |         2009 |     5.1166666666666667
 Indonesia             |         2010 |     4.0750000000000000
 Indonesia             |         2011 |     3.5000000000000000
 Indonesia             |         2012 |     5.7000000000000000
 Indonesia             |         2013 |     5.6500000000000000
 Indonesia             |         2014 |     8.0000000000000000
 Indonesia             |         2015 |     6.7750000000000000
 Indonesia             |         2016 |     6.8500000000000000
 Indonesia             |         2017 |     6.0272727272727273
 Iran                  |         2016 |     6.7000000000000000
 Ireland               |         1961 |     3.9000000000000000
 Ireland               |         1964 |     7.1000000000000000
 Ireland               |         1973 |     6.1000000000000000
 Ireland               |         1977 |     4.3000000000000000
 Ireland               |         2004 |     4.8000000000000000
 Ireland               |         2005 |     5.1000000000000000
 Ireland               |         2006 |     5.6000000000000000
 Ireland               |         2007 |     4.7000000000000000
 Ireland               |         2008 |     5.8000000000000000
 Ireland               |         2010 |     5.1000000000000000
 Ireland               |         2011 |     6.0000000000000000
 Ireland               |         2012 |     6.1666666666666667
 Ireland               |         2013 |     6.5000000000000000
 Ireland               |         2015 |     3.9000000000000000
 Ireland               |         2016 |     5.7500000000000000
 Ireland               |         2017 |     5.1000000000000000
 Israel                |         2004 |     5.3000000000000000
 Israel                |         2007 |     6.3500000000000000
 Israel                |         2010 |     5.9000000000000000
 Israel                |         2015 |     5.3000000000000000
 Israel                |         2016 |     5.2500000000000000
 Italy                 |         1917 |     7.0000000000000000
 Italy                 |         1959 |     5.2000000000000000
 Italy                 |         1960 |     3.7000000000000000
 Italy                 |         1962 |     6.3000000000000000
 Italy                 |         1963 |     5.7250000000000000
 Italy                 |         1964 |     5.8600000000000000
 Italy                 |         1965 |     5.5500000000000000
 Italy                 |         1966 |     6.3000000000000000
 Italy                 |         1967 |     7.3000000000000000
 Italy                 |         1968 |     4.1000000000000000
 Italy                 |         1969 |     5.2666666666666667
 Italy                 |         1970 |     5.6200000000000000
 Italy                 |         1971 |     6.1500000000000000
 Italy                 |         1972 |     5.6500000000000000
 Italy                 |         1973 |     5.6000000000000000
 Italy                 |         1974 |     5.4600000000000000
 Italy                 |         1975 |     5.2833333333333333
 Italy                 |         1976 |     5.2250000000000000
 Italy                 |         1977 |     5.2000000000000000
 Italy                 |         1978 |     5.1833333333333333
 Italy                 |         1979 |     4.9666666666666667
 Italy                 |         1980 |     5.0875000000000000
 Italy                 |         1981 |     5.8000000000000000
 Italy                 |         1982 |     4.4250000000000000
 Italy                 |         1983 |     5.1500000000000000
 Italy                 |         1984 |     5.0000000000000000
 Italy                 |         1985 |     5.2000000000000000
 Italy                 |         1986 |     5.3250000000000000
 Italy                 |         1987 |     5.2250000000000000
 Italy                 |         1988 |     4.6916666666666667
 Italy                 |         1989 |     4.6000000000000000
 Italy                 |         1990 |     4.4571428571428571
 Italy                 |         1991 |     5.1666666666666667
 Italy                 |         1992 |     4.7000000000000000
 Italy                 |         1993 |     5.0750000000000000
 Italy                 |         1994 |     5.2000000000000000
 Italy                 |         1995 |     3.7000000000000000
 Italy                 |         1996 |     6.4500000000000000
 Italy                 |         1997 |     4.7500000000000000
 Italy                 |         1998 |     4.2000000000000000
 Italy                 |         2000 |     3.1000000000000000
 Italy                 |         2001 |     5.4666666666666667
 Italy                 |         2003 |     3.7000000000000000
 Italy                 |         2004 |     4.7250000000000000
 Italy                 |         2005 |     3.9500000000000000
 Italy                 |         2006 |     3.4500000000000000
 Italy                 |         2007 |     4.8166666666666667
 Italy                 |         2008 |     6.7000000000000000
 Italy                 |         2009 |     4.4333333333333333
 Italy                 |         2010 |     5.6000000000000000
 Italy                 |         2011 |     4.7750000000000000
 Italy                 |         2012 |     5.5857142857142857
 Italy                 |         2013 |     4.1000000000000000
 Italy                 |         2014 |     4.7500000000000000
 Italy                 |         2015 |     5.4500000000000000
 Italy                 |         2016 |     5.1500000000000000
 Italy                 |         2017 |     5.4000000000000000
 Japan                 |         1949 |     7.1000000000000000
 Japan                 |         1955 |     4.5000000000000000
 Japan                 |         1958 |     6.2500000000000000
 Japan                 |         1959 |     7.1000000000000000
 Japan                 |         1960 |     6.9500000000000000
 Japan                 |         1963 |     7.1000000000000000
 Japan                 |         1965 |     4.6000000000000000
 Japan                 |         1966 |     4.7000000000000000
 Japan                 |         1967 |     4.4500000000000000
 Japan                 |         1968 |     6.4571428571428571
 Japan                 |         1969 |     6.4000000000000000
 Japan                 |         1971 |     5.1666666666666667
 Japan                 |         1973 |     5.4000000000000000
 Japan                 |         1975 |     6.8333333333333333
 Japan                 |         1976 |     6.3800000000000000
 Japan                 |         1977 |     6.8000000000000000
 Japan                 |         1978 |     6.7333333333333333
 Japan                 |         1979 |     5.0000000000000000
 Japan                 |         1980 |     6.5250000000000000
 Japan                 |         1981 |     6.4000000000000000
 Japan                 |         1985 |     6.6000000000000000
 Japan                 |         1986 |     5.3666666666666667
 Japan                 |         1987 |     5.4428571428571429
 Japan                 |         1988 |     5.5818181818181818
 Japan                 |         1989 |     5.8375000000000000
 Japan                 |         1990 |     5.0000000000000000
 Japan                 |         1991 |     5.8666666666666667
 Japan                 |         1992 |     5.1000000000000000
 Japan                 |         1993 |     4.0500000000000000
 Japan                 |         1994 |     5.5333333333333333
 Japan                 |         1995 |     5.6800000000000000
 Japan                 |         1996 |     6.0666666666666667
 Japan                 |         1997 |     5.1750000000000000
 Japan                 |         1998 |     6.3500000000000000
 Japan                 |         1999 |     5.8777777777777778
 Japan                 |         2000 |     6.2250000000000000
 Japan                 |         2001 |     4.9166666666666667
 Japan                 |         2002 |     6.6333333333333333
 Japan                 |         2003 |     6.2500000000000000
 Japan                 |         2004 |     5.5300000000000000
 Japan                 |         2005 |     5.7100000000000000
 Japan                 |         2006 |     5.4363636363636364
 Japan                 |         2007 |     6.0833333333333333
 Japan                 |         2008 |     6.1900000000000000
 Japan                 |         2009 |     5.1937500000000000
 Japan                 |         2010 |     5.2571428571428571
 Japan                 |         2011 |     5.2117647058823529
 Japan                 |         2012 |     5.5150000000000000
 Japan                 |         2013 |     5.2111111111111111
 Japan                 |         2014 |     5.5777777777777778
 Japan                 |         2015 |     5.7153846153846154
 Japan                 |         2016 |     5.5150000000000000
 Japan                 |         2017 |     5.6888888888888889
 Kazakhstan            |         2010 |     6.7000000000000000
 Kazakhstan            |         2011 |     3.3000000000000000
 Kazakhstan            |         2017 |     4.7000000000000000
 Kuwait                |         2002 |     6.5000000000000000
 Kuwait                |         2009 |     2.5000000000000000
 Kuwait                |         2012 |     3.8500000000000000
 Kuwait                |         2013 |     5.6000000000000000
 Kuwait                |         2014 |     4.7666666666666667
 Kuwait                |         2015 |     4.5166666666666667
 Kuwait                |         2016 |     4.4500000000000000
 Kuwait                |         2017 |     4.8666666666666667
 Latvia                |         2015 |     5.1000000000000000
 Malaysia              |         2000 |     4.0000000000000000
 Malaysia              |         2004 |     5.8000000000000000
 Malaysia              |         2007 |     5.9000000000000000
 Malaysia              |         2008 |     5.6000000000000000
 Malaysia              |         2010 |     4.7000000000000000
 Malaysia              |         2011 |     6.2000000000000000
 Malaysia              |         2012 |     5.8500000000000000
 Malaysia              |         2013 |     4.7000000000000000
 Malaysia              |         2014 |     7.7000000000000000
 Malaysia              |         2015 |     6.1000000000000000
 Malaysia              |         2016 |     6.7000000000000000
 Malaysia              |         2017 |     5.0000000000000000
 Maldives              |         2016 |     7.8000000000000000
 Mexico                |         1921 |     7.5000000000000000
 Mexico                |         1957 |     6.8000000000000000
 Mexico                |         1959 |     5.4000000000000000
 Mexico                |         1960 |     6.1000000000000000
 Mexico                |         1962 |     5.1000000000000000
 Mexico                |         1963 |     4.8000000000000000
 Mexico                |         1964 |     3.1000000000000000
 Mexico                |         1965 |     6.1000000000000000
 Mexico                |         1966 |     3.9750000000000000
 Mexico                |         1968 |     5.8000000000000000
 Mexico                |         1969 |     6.8500000000000000
 Mexico                |         1970 |     6.5000000000000000
 Mexico                |         1971 |     3.5000000000000000
 Mexico                |         1972 |     6.4000000000000000
 Mexico                |         1973 |     5.9500000000000000
 Mexico                |         1975 |     6.3000000000000000
 Mexico                |         1978 |     5.0666666666666667
 Mexico                |         1980 |     7.1000000000000000
 Mexico                |         1981 |     6.4000000000000000
 Mexico                |         1983 |     5.8000000000000000
 Mexico                |         1984 |     7.4000000000000000
 Mexico                |         1985 |     5.8000000000000000
 Mexico                |         1986 |     4.4000000000000000
 Mexico                |         1989 |     5.5333333333333333
 Mexico                |         1991 |     5.1500000000000000
 Mexico                |         1992 |     5.6500000000000000
 Mexico                |         1994 |     4.0000000000000000
 Mexico                |         1996 |     6.3000000000000000
 Mexico                |         2007 |     4.1000000000000000
 Mexico                |         2008 |     6.6000000000000000
 Mexico                |         2009 |     4.7250000000000000
 Mexico                |         2010 |     5.6000000000000000
 Mexico                |         2011 |     3.9000000000000000
 Mexico                |         2012 |     4.6000000000000000
 Mexico                |         2013 |     5.4000000000000000
 Mexico                |         2014 |     4.8750000000000000
 Mexico                |         2015 |     4.8000000000000000
 Mexico                |         2016 |     5.5500000000000000
 Mexico                |         2017 |     4.2800000000000000
 Morocco               |         2008 |     5.5000000000000000
 Netherlands           |         1959 |     6.3000000000000000
 Netherlands           |         1975 |     5.9000000000000000
 Netherlands           |         1982 |     5.1000000000000000
 Netherlands           |         1985 |     4.0000000000000000
 Netherlands           |         1992 |     6.0000000000000000
 Netherlands           |         1997 |     3.4000000000000000
 Netherlands           |         2000 |     4.1000000000000000
 Netherlands           |         2001 |     4.5000000000000000
 Netherlands           |         2002 |     7.1000000000000000
 Netherlands           |         2003 |     6.3000000000000000
 Netherlands           |         2004 |     4.4500000000000000
 Netherlands           |         2005 |     5.4000000000000000
 Netherlands           |         2006 |     5.0000000000000000
 Netherlands           |         2009 |     4.2000000000000000
 Netherlands           |         2010 |     5.6000000000000000
 Netherlands           |         2011 |     5.2250000000000000
 Netherlands           |         2012 |     4.7000000000000000
 Netherlands           |         2013 |     5.7000000000000000
 Netherlands           |         2014 |     4.8666666666666667
 Netherlands           |         2015 |     5.5500000000000000
 Netherlands           |         2016 |     5.3500000000000000
 Netherlands           |         2017 |     5.5500000000000000
 New Zealand           |         2001 |     5.7000000000000000
 New Zealand           |         2003 |     5.5000000000000000
 New Zealand           |         2007 |     5.3200000000000000
 New Zealand           |         2011 |     5.7000000000000000
 New Zealand           |         2012 |     5.4000000000000000
 New Zealand           |         2014 |     6.8000000000000000
 Nigeria               |         2015 |     2.9000000000000000
 Norway                |         1958 |     7.3000000000000000
 Norway                |         1971 |     7.1000000000000000
 Norway                |         1982 |     5.9000000000000000
 Norway                |         1987 |     5.7000000000000000
 Norway                |         1997 |     5.1000000000000000
 Norway                |         2003 |     5.6000000000000000
 Norway                |         2005 |     6.5000000000000000
 Norway                |         2006 |     6.3000000000000000
 Norway                |         2008 |     5.6500000000000000
 Norway                |         2009 |     5.7333333333333333
 Norway                |         2010 |     5.9333333333333333
 Norway                |         2011 |     5.7000000000000000
 Norway                |         2012 |     4.4000000000000000
 Norway                |         2013 |     6.3000000000000000
 Norway                |         2015 |     5.8000000000000000
